1.0,0.92,0.4722222,0.2753623,0.775
1.0,0.97276264,0.86614174,0.76095617,0.9270833
1.0,0.5298013,0.32107022,0.30405405,0.45
1.0,0.36842105,0.0,0.0,0.19298245
1.0,0.7281553,0.06403941,0.005,0.34761906
1.0,0.9628099,0.74058574,0.59322035,0.9098039
1.0,0.5829384,0.13461539,0.029268293,0.41666666
1.0,0.9794521,0.8321678,0.7,0.9
0.0,0.5842105,0.0,0.0,0.29441625
0.0,0.39814815,0.0,0.0,0.19178082
0.0,0.6526946,0.0,0.0,0.35519126
1.0,0.78,0.61928934,0.58247423,0.6699029
1.0,0.62616825,0.2893082,0.123809524,0.5585586
1.0,0.8844444,0.24774775,0.11872146,0.59745765
0.0,0.57983196,0.004255319,0.0,0.22891566
0.0,0.53289473,0.0,0.0,0.21818182
0.0,0.53218883,0.039130434,0.008810572,0.24583334
0.0,0.46268657,0.005050505,0.0,0.18932039
1.0,1.0,0.9775281,0.94186044,1.0
0.0,0.42038217,0.0,0.0,0.21875
0.0,0.44394618,0.013636364,0.0,0.23376623
1.0,0.8117647,0.3473054,0.19512194,0.4597701
1.0,0.75977653,0.3068182,0.15028901,0.48430493
0.0,0.4408602,0.0054644807,0.0,0.22395833
1.0,0.9506726,0.8,0.7419355,0.83950615
0.0,0.59030837,0.004464286,0.0,0.30165288
1.0,0.9270833,0.37634408,0.13333334,0.85
0.0,0.43801653,0.008474576,0.0,0.22307692
1.0,0.7336683,0.12244898,0.025906736,0.490099
1.0,0.62992126,0.2868526,0.26612905,0.3943662
0.0,0.32950193,0.003875969,0.0,0.16117217
1.0,0.5845411,0.0882353,0.014925373,0.29493088
1.0,0.7172131,0.12448133,0.042016808,0.4559387
0.0,0.5445026,0.005319149,0.0,0.24257426
1.0,1.0,0.94208497,0.8828125,1.0
1.0,0.6340206,0.020942409,0.0,0.36893204
1.0,0.992674,0.9777778,0.96629214,0.9930556
0.0,0.5154639,0.0,0.0,0.23684211
1.0,0.9764706,0.65868264,0.43292683,0.8232044
1.0,0.5512195,0.25247526,0.20603015,0.28301886
1.0,1.0,0.9767442,0.9529412,0.9966997
0.0,0.41525424,0.0,0.0,0.17741935
0.0,0.40703517,0.0051020407,0.0,0.17224881
0.0,0.516129,0.0,0.0,0.27083334
0.0,0.5505618,0.011428571,0.0,0.28333333
0.0,0.44117647,0.0,0.0,0.30555555
1.0,0.6766467,0.1402439,0.07453416,0.47252747
1.0,0.7653061,0.6254296,0.5208333,0.62171054
1.0,0.63793105,0.3231441,0.28318584,0.48987854
1.0,0.86153847,0.098958336,0.02116402,0.504717
1.0,0.9916667,0.9145299,0.8333333,0.99230766
1.0,0.96060604,0.88073397,0.8333333,0.9298246
1.0,0.8693694,0.51598173,0.31944445,0.8464912
0.0,0.41935483,0.011111111,0.0,0.26168224
0.0,0.41269842,0.0,0.0,0.34666666
0.0,0.613924,0.0,0.0,0.29834256
1.0,0.7122642,0.12440191,0.03883495,0.53669727
1.0,0.81395346,0.6385542,0.625,0.7888889
1.0,0.485,0.005076142,0.0,0.24271844
1.0,1.0,0.8828125,0.76,0.9117647
0.0,0.33206108,0.0,0.0,0.15302491
0.0,0.57211536,0.0,0.0,0.2293578
1.0,0.59358287,0.10869565,0.044198897,0.31606218
1.0,0.70873785,0.37931034,0.23,0.6619718
1.0,0.5138889,0.0,0.0,0.25203252
0.0,0.5103093,0.015706806,0.0,0.22110553
